ID;"Product name";"Product price";"Product retailer price";PZN;"Product description";"Product short-name";"Product category";"Product stock level";"Product discounted price";"Discount in %";"Discount absolute";"Adwords keywords";"Link to Product image";"Link to Product";Tags;"Active/Not Active"
AT-P3133339-500ML;"Leaton kinder ";"11.78 EUR";"16.90 EUR";3133339;"Speziell für Kinder mit leckerem Fruchtgeschmack";"Leaton kinder";"Nahrungsergänzung & Vitalität > Leaton > Kinder & Jugendliche > Erkältung > Babys und Kinder > Nahrungsergänzungsmittel";0;"11.78 EUR";43%;"5.12 EUR";"Leaton kinder";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3133339-500ML-17028695.jpg;https://www.vamida.at/leaton-kinder.html;onSale;Active
AT-P3207262-500ML;"Leaton complete";"13.23 EUR";"19.90 EUR";3207262;"Mit Ginseng, Ginkgo, Lecithin, Lutein und Lycopin";"Leaton complete";"Nahrungsergänzung & Vitalität > Leaton > Erkältung > Nahrungsergänzungsmittel";24;"13.23 EUR";50%;"6.67 EUR";"Leaton complete";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3207262-500ML-17028821.jpg;https://www.vamida.at/leaton-complete.html;onSale;Active
AT-P3129786-500ML;"Leaton classic";"10.93 EUR";"16.90 EUR";3129786;"Das Multivitamin- Tonikum für jeden Tag";"Leaton classic";"Nahrungsergänzung & Vitalität > Leaton > Erkältung > Nahrungsergänzungsmittel";0;"10.93 EUR";55%;"5.97 EUR";"Leaton classic";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3129786-500ML-17028754.jpg;https://www.vamida.at/leaton-classic.html;onSale;Active
AT-P1339077-20ST;"Sangenor Trinkampullen";"13.79 EUR";"19.85 EUR";1339077;"Bringt Energie und hält Sie gesund!";Sangenor;"Nahrungsergänzung & Vitalität > Sport & Fitness > leistungssteigernde Mittel > Nahrungsergänzungsmittel";8;"13.79 EUR";44%;"6.06 EUR";Sangenor;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P1339077-20ST-17099376.jpg;https://www.vamida.at/sangenor-trinkampullen.html;onSale;Active
AT-P2345246-20ST;"Sangenor Sport";"8.88 EUR";"10.90 EUR";2345246;"Vitamin- und Mineralstoff- versorgung für Sportler!";"Sangenor Sport";"Nahrungsergänzung & Vitalität > Sport & Fitness > Wintersport & Ski-Urlaub > Nahrungsergänzungsmittel";2;"8.88 EUR";23%;"2.02 EUR";"Sangenor Sport";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2345246-20ST-17099158.jpg;https://www.vamida.at/sangenor-sport.html;onSale;Active
AT-P1333436-15ML;"Nasivin Sanft Spray 0,025% (auch für Kleinkinder) - Nachfolge PZN 4457446";"6.95 EUR";"9.95 EUR";1333436;"Lässt Schnupfennasen wieder aufatmen!";"Nasivin Sanft";"Erkältung & Abwehr > Nasivin/Vibrocil > Kinder & Jugendliche > Erkältung > Babys und Kinder";10;"6.95 EUR";43%;"3.00 EUR";"Nasivin Sanft";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P1333436-15ML-18208965.jpg;https://www.vamida.at/nasivin-sanft-spray-0-025-auch-fur-kleinkinder.html;onSale;"Not Active"
AT-P1330478-15ML;"Nasivin Sanft Spray 0,05% - AUFGELASSEN - Nachfolge PZN 4457423";"7.48 EUR";"9.95 EUR";1330478;"Die schnelle und schonende Hilfe für Schnupfennasen!";"Nasivin Sanft";"Erkältung & Abwehr > Nasivin/Vibrocil > Erkältung";0;"7.48 EUR";33%;"2.47 EUR";"Nasivin Sanft";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/n/a/nasivin-sanft-spray-0_05_-15ml-fertig.jpg;https://www.vamida.at/nasivin-sanft-spray-0-05.html;onSale;"Not Active"
AT-P2420918-15G;"Similasan Globuli gegen Schnupfen Nr. 3";"8.89 EUR";"13.90 EUR";2420918;"Lindert Schnupfenbeschwerden mit verstopften Nasennebenhöhle";Similasan;"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel";0;"8.89 EUR";56%;"5.01 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/s/i/similasan_globuli_gegen_schnupfen_nr._3.jpg;https://www.vamida.at/similasan-globuli-gegen-schnupfen-nr-3.html;onSale;Active
AT-P2420901-15G;"Similasan Globuli gegen Schnupfen Nr. 2";"8.89 EUR";"13.90 EUR";2420901;"Lindern Arten von Schnupfen";Similasan;"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel > Summer Sale 2016";1;"8.89 EUR";56%;"5.01 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/s/i/similasan_globuli_gegen_schnupfen_nr._2.jpg;https://www.vamida.at/similasan-globuli-gegen-schnupfen-nr-2.html;onSale;Active
AT-P2420893-15G;"Similasan Globuli gegen Schnupfen Nr. 1";"8.89 EUR";"13.90 EUR";2420893;"Mit der homöopathischen Kraft gegen Schnupfen";Similasan;"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel > Summer Sale 2016";6;"8.89 EUR";56%;"5.01 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/s/i/similasan_glubuli_gegen_schnupfen_nr._1.jpg;https://www.vamida.at/similasan-globuli-gegen-schnupfen-nr-1.html;onSale;Active
AT-P2441978-15G;"Similasan Globuli gegen Schlafstörungen";"8.89 EUR";"13.90 EUR";2441978;"Die natürliche Behandlung bei Schlafstörungen";Similasan;"Beruhigung, Schlaf & Nerven > Naturheilmittel > Homöopathie > Similasan > Körperpflege > Schlaf > homöopathische Mittel";5;"8.89 EUR";56%;"5.01 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/s/i/similasan_globuli_gegen_schlafst_rung.jpg;https://www.vamida.at/similasan-globuli-gegen-schlafstorungen.html;onSale;Active
AT-P2441961-15G;"Similasan Globuli gegen Kopfschmerzen";"8.89 EUR";"13.90 EUR";2441961;"Natürliche Hilfe bei Kopfschmerzen und Migräne";Similasan;"Naturheilmittel > Schmerzen & Verletzungen > Homöopathie > Similasan > homöopathische Mittel > Schmerzmittel > Wundversorgung";4;"8.89 EUR";56%;"5.01 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/s/i/similasan_globuli_gegen_kopfschmerzen.jpg;https://www.vamida.at/similasan-globuli-gegen-kopfschmerzen.html;onSale;Active
AT-P2420870-15G;"Similasan Globuli gegen Husten Nr. 2";"8.89 EUR";"13.90 EUR";2420870;"Lindern Hustenbeschwerden und erleichtert das Abhusten";Similasan;"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel > Summer Sale 2016";0;"8.89 EUR";56%;"5.01 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/s/i/similasan_globuli_gegen_husten_nr.2.jpg;https://www.vamida.at/similasan-globuli-gegen-husten-nr-2.html;onSale;Active
AT-P2420864-15G;"Similasan Globuli gegen Husten Nr. 1";"8.89 EUR";"13.90 EUR";2420864;"Hlft auf natürliche Weise bei Reizhusten";Similasan;"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel";0;"8.89 EUR";56%;"5.01 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/s/i/similasan_globuli_gegen_husten_nr._1.jpg;https://www.vamida.at/similasan-globuli-gegen-husten-nr-1.html;onSale;Active
AT-P1302312-15ML;"Nasivin Nasentropfen 0,05% ";"5.20 EUR";"7.45 EUR";1302312;"Zuverlässige Hilfe für Schnupfennasen!";Nasivin;"Erkältung & Abwehr > Nasivin/Vibrocil > Erkältung";1359;"5.20 EUR";43%;"2.25 EUR";Nasivin;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P1302312-15ML-18208376.jpg;https://www.vamida.at/nasivin-nasentropfen-0-05.html;onSale;Active
AT-P1262995-15ML;"Nasivin Nasenspray 0,05% - Nachfolge PZN 4457417";"6.93 EUR";"9.45 EUR";1262995;"Die schnelle Hilfe für Schnupfennasen!";Nasivin;"Erkältung & Abwehr > Nasivin/Vibrocil > Black Friday Sale 2013 bei Vamida > Erkältung";0;"6.93 EUR";36%;"2.52 EUR";Nasivin;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P1262995-15ML-18208751.jpg;https://www.vamida.at/nasivin-nasenspray-0-05.html;onSale;"Not Active"
AT-P3448528-60ST;"Doppelherz system Omega-3 Konzentrat 60ST";"14.85 EUR";"18.95 EUR";3448528;"Für geistige Fitness und für Ihr Herz";"Doppelherz system";"Herz, Kreislauf & Gefäße > Doppelherz > Herz-Kreislauf > Nahrungsergänzungsmittel";0;"14.85 EUR";28%;"4.10 EUR";"Doppelherz system";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/0/6/06132731_omega3_konzentrat_60er_li_600x600.jpg;https://www.vamida.at/doppelherz-system-omega-3-konzentrat-60st.html;onSale;Active
AT-P3821192-30ST;"Doppelherz system Kollagen 11.000 plus";"36.13 EUR";"44.95 EUR";3821192;"Zur Unterstützung Ihres Bewegungsapparates";"Doppelherz system";"Rücken, Gelenke & Muskeln > Doppelherz > Körperpflege > Herz-Kreislauf > Nahrungsergänzungsmittel > Herbst Abverkauf";4;"36.13 EUR";24%;"8.82 EUR";"Doppelherz system";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3821192-30ST-17636542.jpg;https://www.vamida.at/doppelherz-system-kollagen-11-000-plus.html;onSale;Active
AT-P3986065-60ST;"Doppelherz system Glucosamin plus 800 60ST - Packungsgröße zurzeit nicht lieferbar ";"21.12 EUR";"26.95 EUR";3986065;"Gutes für Knochen, Knorpel und Bindegewebe";"Doppelherz system";"Rücken, Gelenke & Muskeln > Doppelherz";0;"21.12 EUR";28%;"5.83 EUR";"Doppelherz system";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/0/9/09337936_glucosamin_plus_800_60er_li_600x600px.jpg;https://www.vamida.at/doppelherz-system-glucosamin-plus-800-60st.html;onSale;Active
AT-P3448468-60ST;"Doppelherz system Augen plus Sehkraft + Schutz + Tränenfilm Formel 60ST";"14.85 EUR";"18.95 EUR";3448468;"Tränenfilm Formel zum Erhalt der Sehkraft und zum Zellschutz";"Doppelherz system";"Nahrungsergänzung & Vitalität > Doppelherz > Augengesundheit > Augen & Ohren > Augen > Nahrungsergänzungsmittel";1;"14.85 EUR";28%;"4.10 EUR";"Doppelherz system";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/0/5/05517713_auge_plus_60er_li_600x600px_1.jpg;https://www.vamida.at/doppelherz-system-augen-plus-sehkraft-schutz-tranenfilm-formel-60st.html;onSale;Active
AT-P0031294-6ST;"Lecicarbon Zäpfchen 6ST";"2.03 EUR";"3.20 EUR";31294;"Zur Darmentleerung auch bei hartnäckigen Verstopfungen";Lecicarbon;"Magen & Darm > Verdauung > Summer Sale 2016";0;"2.03 EUR";58%;"1.17 EUR";Lecicarbon;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0031294-6ST-18207875.jpg;https://www.vamida.at/lecicarbon-zapfchen-6st.html;onSale;Active
AT-P2456402-50ML;"Lefaxin Tropfen";"6.67 EUR";"10.80 EUR";2456402;"Lefaxin Tropfen befreien rasch von Völlegefühl, Blähungen";Lefaxin;"Magen & Darm > Bayer > Verdauung";3;"6.67 EUR";62%;"4.13 EUR";Lefaxin;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2456402-50ML-16997608.jpg;https://www.vamida.at/lefaxin-tropfen.html;onSale;Active
AT-P2456394-50ST;"Lefaxin Kautabletten";"4.87 EUR";"7.90 EUR";2456394;"Befreit rasch von Völlegefühl, Blähungen";Lefaxin;"Magen & Darm > Bayer > Verdauung";7;"4.87 EUR";62%;"3.03 EUR";Lefaxin;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2456394-50ST-17093968.jpg;https://www.vamida.at/lefaxin-kautabletten.html;onSale;Active
AT-P1729387-1ST;"Luuf Nasenfrei Inhalierstift - zurzeit nicht lieferbar";"3.01 EUR";"3.80 EUR";1729387;"LUUF Nasenfrei Inhalierstift macht sofort die Nase frei";"Luuf Nasenfrei";"Erkältung & Abwehr > Luuf > Apomedica > Erkältung";0;"3.01 EUR";26%;"0.79 EUR";"Luuf Nasenfrei";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/l/u/luuf_nasenfr_inhalstift.jpg;https://www.vamida.at/luuf-nasenfrei-inhalierstift.html;onSale;Active
AT-P1327045-15ML;"Luuf Naphazolin compositum Nasenspray";"4.88 EUR";"8.20 EUR";1327045;"Schnupfen ade! Niesreiz ade! Auch bei Heuschnupfen.";"Luuf Naphazolin";"Allergie & Heuschnupfen > Erkältung & Abwehr > Luuf > Apomedica > Erkältung";178;"4.88 EUR";68%;"3.32 EUR";"Luuf Naphazolin";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/l/u/luuf_nasenspray.jpg;https://www.vamida.at/luuf-naphazolin-compositum-nasenspray.html;onSale;Active
AT-P2340800-20ML;"Luuf Mare Nasenspray";"5.38 EUR";"6.80 EUR";2340800;"Sanfte Nasenreinigung und Nasenpflege";"Luuf Mare";"Erkältung & Abwehr > Luuf > Apomedica > Erkältung";3;"5.38 EUR";26%;"1.42 EUR";"Luuf Mare";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/l/u/luufmare_aktuell_bl.jpg;https://www.vamida.at/luuf-mare-nasenspray.html;onSale;Active
AT-P2375885-20ML;"Luuf Mare Baby Nasenspray";"5.37 EUR";"6.80 EUR";2375885;"Die sanfte Nasenreinigung für Säuglinge und Kleinkinder";"Luuf Mare Baby";"Erkältung & Abwehr > Luuf > Schwangerschaft & Baby > Apomedica > Erkältung > Schwangerschaft > Babys und Kinder > Summer Sale 2016";2;"5.37 EUR";27%;"1.43 EUR";"Luuf Mare Baby";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/l/u/luufmarebaby_aktuell_bl.jpg;https://www.vamida.at/luuf-mare-baby-nasenspray.html;onSale;Active
AT-P0639713-1ST;"Luuf Lippenschutz - AUFGELASSEN ";"4.93 EUR";"5.80 EUR";639713;;"Luuf Lippenschutz - AUFGELASSEN";"Kosmetik & Pflegeprodukte > Luuf > Wintersport & Ski-Urlaub > Apomedica > Körperpflege > Summer Sale 2016";0;"4.93 EUR";18%;"0.87 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/l/u/luuf_lippenschutz.jpg;https://www.vamida.at/luuf-lippenschutz.html;onSale;"Not Active"
AT-P3511310-60ST;"Rennie Antacidum Spearmint Lutschtabletten zuckerfrei 60ST";"5.98 EUR";"10.50 EUR";3511310;"Schnelle und effektive Hilfe bei Sodbrennen";Rennie;"Magen & Darm > Rennie > Bayer > Verdauung";27;"5.98 EUR";76%;"4.52 EUR";Rennie;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3511310-60ST-17099708.jpg;https://www.vamida.at/rennie-antacidum-spearmint-lutschtabletten-zuckerfrei-60st.html;onSale;Active
AT-P2425525-15G;"Similasan Globuli gegen Heiserkeit";"8.89 EUR";"13.90 EUR";2425525;"Lindern Heiserkeit rasch und auf natürliche Weise";Similasan;"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel > Summer Sale 2016";3;"8.89 EUR";56%;"5.01 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2425525-15G-16481130.jpg;https://www.vamida.at/similasan-globuli-gegen-heiserkeit.html;onSale;Active
AT-P2420930-15G;"Similasan Globuli gegen Halsweh Nr. 2";"8.89 EUR";"13.90 EUR";2420930;"Fördert den Heilungs- prozess bei Halsentzündungen";Similasan;"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel";1;"8.89 EUR";56%;"5.01 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2420930-15G-16481023.jpg;https://www.vamida.at/similasan-globuli-gegen-halsweh-nr-2.html;onSale;Active
AT-P2420924-15G;"Similasan Globuli gegen Halsweh Nr. 1";"8.89 EUR";"13.90 EUR";2420924;"Halsweh auf natürliche Weise behandeln";Similasan;"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel > Summer Sale 2016";1;"8.89 EUR";56%;"5.01 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2420924-15G-16480897.jpg;https://www.vamida.at/similasan-globuli-gegen-halsweh-nr-1.html;onSale;Active
AT-P2425494-15G;"Similasan Globuli gegen Grippe - AUFGELASSEN";"10.69 EUR";"13.90 EUR";2425494;;"Similasan Globuli gegen Grippe - AUFGELASSEN";"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan";0;"10.69 EUR";30%;"3.21 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/s/i/similasan-globuli-gegen-grippe-fertig.jpg;https://www.vamida.at/similasan-globuli-gegen-grippe-vorlaufig-nicht-lieferbar.html;onSale;"Not Active"
AT-P2425519-15G;"Similasan Globuli gegen Gelenksschmerzen";"8.89 EUR";"13.90 EUR";2425519;"Auf natürliche Weise Gelenksschmerzen lindern";Similasan;"Rücken, Gelenke & Muskeln > Naturheilmittel > Homöopathie > Similasan > Sport & Fitness > Arthrose und Arthritis > homöopathische Mittel > Schmerzmittel";2;"8.89 EUR";56%;"5.01 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2425519-15G-16480854.jpg;https://www.vamida.at/similasan-globuli-gegen-gelenksschmerzen.html;onSale;Active
AT-P2441027-15G;"Similasan Globuli gegen Fieber und Grippe Nr. 2 - AUFGELASSEN";"10.69 EUR";"13.90 EUR";2441027;;"Similasan Globuli gegen Fieber und Grippe Nr. 2 - AUFGELASSEN";"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan";0;"10.69 EUR";30%;"3.21 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2441027-15G-16480810.jpg;https://www.vamida.at/similasan-globuli-gegen-fieber-und-grippe-nr-2-derzeit-nicht-lieferbar.html;onSale;"Not Active"
AT-P0029908-30G;"Luuf Kinder Balsam";"3.55 EUR";"5.55 EUR";29908;"LUUF Kinder Balsam gegen Erkältungen und Schnupfen";"Luuf Kinder";"Erkältung & Abwehr > Luuf > Kinder & Jugendliche > Apomedica > Erkältung > Babys und Kinder";8;"3.55 EUR";56%;"2.00 EUR";"Luuf Kinder";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/l/u/luuf_balsam_kinder.jpg;https://www.vamida.at/luuf-kinder-balsam.html;onSale;Active
AT-P1327051-100G;"Luuf Guaifenesin compositum Bronchial- und Hustentee Konzentrat";"6.07 EUR";"9.50 EUR";1327051;"Aromatische wohlschmeckende Hustentee";"Luuf Guaifenesin";"Erkältung & Abwehr > Luuf > Apomedica > Erkältung";0;"6.07 EUR";57%;"3.43 EUR";"Luuf Guaifenesin";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P1327051-100G-17095938.jpg;https://www.vamida.at/luuf-guaifenesin-compositum-bronchial-und-hustentee-konzentrat.html;onSale;Active
AT-P3512166-50ML;"Luuf Efeu Hustentropfen für Kinder - AUFGELASSEN";"5.39 EUR";"6.80 EUR";3512166;;"Luuf Efeu Hustentropfen für Kinder - AUFGELASSEN";"Erkältung & Abwehr > Luuf > Kinder & Jugendliche > Apomedica";0;"5.39 EUR";26%;"1.41 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3512166-50ML-18264058.jpg;https://www.vamida.at/luuf-efeu-hustentropfen-fur-kinder.html;onSale;"Not Active"
AT-P3512143-100ML;"Luuf Efeu Hustensirup für Kinder";"4.92 EUR";"7.70 EUR";3512143;"Der pflanzliche Hustenlöser mit Kirschgeschmack";"Luuf Efeu";"Erkältung & Abwehr > Luuf > Kinder & Jugendliche > Apomedica > Erkältung > Babys und Kinder";1;"4.92 EUR";57%;"2.78 EUR";"Luuf Efeu";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/l/u/luuf_hustensirup.jpg;https://www.vamida.at/luuf-efeu-hustensirup-fur-kinder.html;onSale;Active
AT-P3503351-20ST;"Luuf Efeu Hustenpastillen";"4.43 EUR";"6.90 EUR";3503351;"Husten und Atemwegs- erkrankungen behandeln";"Luuf Efeu";"Erkältung & Abwehr > Luuf > Abverkauf > Apomedica > Erkältung";2;"4.43 EUR";56%;"2.47 EUR";"Luuf Efeu";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/l/u/luufefeu_hustenpastillen_2014_rgb_1.jpg;https://www.vamida.at/luuf-efeu-hustenpastillen.html;onSale;Active
AT-P3545266-60ST;"Similasan Tabletten gegen Magen-Darm-Beschwerden";"8.89 EUR";"13.90 EUR";3545266;"Magen-Darm-Beschwerden lindern";Similasan;"Magen & Darm > Naturheilmittel > Homöopathie > Similasan > Körperpflege > homöopathische Mittel > Verdauung";5;"8.89 EUR";56%;"5.01 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3545266-60ST-16998025.jpg;https://www.vamida.at/similasan-tabletten-gegen-magen-darm-beschwerden.html;onSale;Active
AT-P3545272-60ST;"Similasan Tabletten gegen Magenbeschwerden";"8.89 EUR";"13.90 EUR";3545272;"Hilfe zur Behandlung von bei Magenbeschwerden";Similasan;"Magen & Darm > Naturheilmittel > Homöopathie > Similasan > Körperpflege > homöopathische Mittel > Verdauung";1;"8.89 EUR";56%;"5.01 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3545272-60ST-16482055.jpg;https://www.vamida.at/similasan-tabletten-gegen-magenbeschwerden.html;onSale;Active
AT-P3545243-80ST;"Similasan Tabletten gegen Heuschnupfen";"8.89 EUR";"13.90 EUR";3545243;"Die homöopathische Hilfe zur Behandlung von Heuschnupfen";Similasan;"Allergie & Heuschnupfen > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel";4;"8.89 EUR";56%;"5.01 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3545243-80ST-16481965.jpg;https://www.vamida.at/similasan-tabletten-gegen-heuschnupfen.html;onSale;Active
AT-P3545220-60ST;"Similasan Tabletten gegen Angina";"8.89 EUR";"13.90 EUR";3545220;"Similasan Tabletten gegen Angina";Similasan;"Erkältung & Abwehr > Zahngesundheit & Mundhygiene > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel";1;"8.89 EUR";56%;"5.01 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3545220-60ST-16481850.jpg;https://www.vamida.at/similasan-tabletten-gegen-angina.html;onSale;Active
AT-P1315148-15G;"Similasan Echinacea Globuli";"8.89 EUR";"13.90 EUR";1315148;"Abwehrkräfte auf natürliche Weise stärken";Similasan;"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel > Summer Sale 2016";0;"8.89 EUR";56%;"5.01 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P1315148-15G-16480795.jpg;https://www.vamida.at/similasan-echinacea-globuli.html;onSale;Active
AT-P0751976-10ML;"Similasan Antiallergische Augentropfen";"6.35 EUR";"9.90 EUR";751976;"Die natürliche Behandlung bei allergischenn Augenreizungen";Similasan;"Allergie & Heuschnupfen > Naturheilmittel > Homöopathie > Similasan > Heuschnupfen & Pollenallergie > Augen & Ohren > homöopathische Mittel > Augen";1;"6.35 EUR";56%;"3.55 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0751976-10ML-16480790.jpg;https://www.vamida.at/similasan-antiallergische-augentropfen.html;onSale;Active
AT-P3525619-20ST;"Luuf Efeu Brausetabletten - AUFGELASSEN";"8.42 EUR";"9.90 EUR";3525619;;"Luuf Efeu Brausetabletten - AUFGELASSEN";"Erkältung & Abwehr > Luuf > Apomedica";0;"8.42 EUR";18%;"1.49 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3525619-20ST-16997789.jpg;https://www.vamida.at/luuf-efeu-brausetabletten.html;onSale;"Not Active"
AT-P0752444-50ML;"Similasan Tropfen gegen Wechseljahresbeschwerden";"8.89 EUR";"13.90 EUR";752444;"Wechseljahresbeschwerden auf natürliche Weise lindern";Similasan;"Für Sie & Ihn > Naturheilmittel > Homöopathie > Similasan > Frauengesundheit > homöopathische Mittel";0;"8.89 EUR";56%;"5.01 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0752444-50ML-16484319.jpg;https://www.vamida.at/similasan-tropfen-gegen-wechseljahresbeschwerden.html;onSale;Active
