ID;"Product name";"Product price";"Product retailer price";PZN;"Product description";"Product short-name";"Product category";"Product stock level";"Product discounted price";"Discount in %";"Discount absolute";"Adwords keywords";"Link to Product image";"Link to Product";Tags;"Active/Not Active"
AT-P2262968-250G;"Schüßler Salz Nr. 12 Calcium sulfuricum 250G";"12.99 EUR";"14.60 EUR";2262968;"Heilenden Eigenschaften der Mineralien nutzen!";"Schüßler Salz Nr. 12";"Schüßler Mineralstoffe > Schüßler-Salze > Erkältung";3;"12.99 EUR";12%;"1.61 EUR";"Schüßler Salz Nr. 12";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._12_250g.jpg;https://www.vamida.de/schussler-salz-nr-12-calcium-sulfuricum-250g.html;onSale;Active
AT-P2262939-100G;"Schüßler Salz Nr. 12 Calcium sulfuricum 100G";"6.91 EUR";"7.75 EUR";2262939;"Heilenden Eigenschaften der Mineralien nutzen!";"Schüßler Salz Nr. 12";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Erkältung";1;"6.91 EUR";12%;"0.84 EUR";"Schüßler Salz Nr. 12";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._12_100g_1.jpg;https://www.vamida.de/schussler-salz-nr-12-calcium-sulfuricum-100g.html;onSale;Active
AT-P2262833-250G;"Schüßler Salz Nr. 11 Silicea 250G";"12.43 EUR";"14.60 EUR";2262833;"Schüssler Salz für Haut, Haare und Nägel";"Schüßler Salz Nr. 11";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Haut Haare & Nägel";2;"12.43 EUR";17%;"2.17 EUR";"Schüßler Salz Nr. 11";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._11_250g.jpg;https://www.vamida.de/schussler-salz-nr-11-silicea-250g.html;onSale;Active
AT-P2262804-100G;"Schüßler Salz Nr. 11 Silicea 100G";"6.86 EUR";"7.75 EUR";2262804;"Schüssler Salz für Haut, Haare und Nägel";"Schüßler Salz Nr. 11";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Haut Haare & Nägel";1;"6.86 EUR";13%;"0.89 EUR";"Schüßler Salz Nr. 11";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._11_100g_1.jpg;https://www.vamida.de/schussler-salz-nr-11-silicea-100g.html;onSale;Active
AT-P2262690-250G;"Schüßler Salz Nr. 10 Natrium sulfuricum 250G";"12.92 EUR";"14.60 EUR";2262690;"Leber mit Schüssler Salzen unterstützen!";"Schüßler Salz Nr. 10";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Abnehmen";4;"12.92 EUR";13%;"1.68 EUR";"Schüßler Salz Nr. 10";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._10_250g.jpg;https://www.vamida.de/schussler-salz-nr-10-natrium-sulfuricum-250g.html;onSale;Active
AT-P2262661-100G;"Schüßler Salz Nr. 10 Natrium sulfuricum 100G";"6.86 EUR";"7.75 EUR";2262661;"Leber mit Schüssler Salzen unterstützen!";"Schüßler Salz Nr. 10";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Abnehmen";5;"6.86 EUR";13%;"0.89 EUR";"Schüßler Salz Nr. 10";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._10_100g_1.jpg;https://www.vamida.de/schussler-salz-nr-10-natrium-sulfuricum-100g.html;onSale;Active
AT-P2262566-250G;"Schüßler Salz Nr. 9 Natrium phosphoricum 250G";"12.86 EUR";"14.60 EUR";2262566;"Das Salz des Stoffwechsels";"Schüßler Salz Nr. 9";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Haut Haare & Nägel > Verdauung > leistungssteigernde Mittel";4;"12.86 EUR";14%;"1.74 EUR";"Schüßler Salz Nr. 9";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._9_250g.jpg;https://www.vamida.de/schussler-salz-nr-9-natrium-phosphoricum-250g.html;onSale;Active
AT-P2262626-100G;"Schüßler Salz Nr. 9 Natrium phosphoricum 100G";"6.86 EUR";"7.75 EUR";2262626;"Das Salz des Stoffwechsels";"Schüßler Salz Nr. 9";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Haut Haare & Nägel > Verdauung > leistungssteigernde Mittel";1;"6.86 EUR";13%;"0.89 EUR";"Schüßler Salz Nr. 9";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._9_100g_1.jpg;https://www.vamida.de/schussler-salz-nr-9-natrium-phosphoricum-100g.html;onSale;Active
AT-P2262402-250G;"Schüßler Salz Nr. 8 Natrium chloratum 250G";"12.92 EUR";"14.60 EUR";2262402;"Essentielles Mineralsalz mit vielseitigen Wirkeigenschaften!";"Schüßler Salz Nr. 8";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Erkältung > Schmerzmittel > Herz-Kreislauf";4;"12.92 EUR";13%;"1.68 EUR";"Schüßler Salz Nr. 8";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._8_250g.jpg;https://www.vamida.de/schussler-salz-nr-8-natrium-chloratum-250g.html;onSale;Active
AT-P2262371-100G;"Schüßler Salz Nr. 8 Natrium chloratum 100G";"6.86 EUR";"7.75 EUR";2262371;"Essentielles Mineralsalz mit vielseitigen Wirkeigenschaften!";"Schüßler Salz Nr. 8";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Erkältung > Schmerzmittel > Herz-Kreislauf";0;"6.86 EUR";13%;"0.89 EUR";"Schüßler Salz Nr. 8";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._8_100g_1.jpg;https://www.vamida.de/schussler-salz-nr-8-natrium-chloratum-100g.html;onSale;Active
AT-P2262276-250G;"Schüßler Salz Nr. 7 Magnesium phosphoricum 250G";"12.43 EUR";"14.60 EUR";2262276;"Die natürliche Heilkraft der Schüßler Salze nutzen!";"Schüßler Salz Nr. 7";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Körperpflege > Schlaf > Frauengesundheit > Verdauung > Herz-Kreislauf";7;"12.43 EUR";17%;"2.17 EUR";"Schüßler Salz Nr. 7";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._7_250g.jpg;https://www.vamida.de/schussler-salz-nr-7-magnesium-phosphoricum-250g.html;onSale;Active
AT-P2262230-100G;"Schüßler Salz Nr. 7 Magnesium phosphoricum 100G";"6.86 EUR";"7.75 EUR";2262230;"Die natürliche Heilkraft der Schüßler Salze nutzen!";"Schüßler Salz Nr. 7";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Körperpflege > Schlaf > Frauengesundheit > Verdauung > Herz-Kreislauf";5;"6.86 EUR";13%;"0.89 EUR";"Schüßler Salz Nr. 7";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._7_100g_1.jpg;https://www.vamida.de/schussler-salz-nr-7-magnesium-phosphoricum-100g.html;onSale;Active
AT-P2262141-250G;"Schüßler Salz Nr. 6 Kalium sulfuricum 250G";"12.43 EUR";"14.60 EUR";2262141;"Die Sauerstoffversorgung der Zellen unterstützen!";"Schüßler Salz Nr. 6";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Erkältung > leistungssteigernde Mittel > Mundhygiene";7;"12.43 EUR";17%;"2.17 EUR";"Schüßler Salz Nr. 6";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._6_250g.jpg;https://www.vamida.de/schussler-salz-nr-6-kalium-sulfuricum-250g.html;onSale;Active
AT-P2262112-100G;"Schüßler Salz Nr. 6 Kalium sulfuricum 100G";"6.91 EUR";"7.75 EUR";2262112;"Die Sauerstoffversorgung der Zellen unterstützen!";"Schüßler Salz Nr. 6";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Erkältung > leistungssteigernde Mittel > Mundhygiene";0;"6.91 EUR";12%;"0.84 EUR";"Schüßler Salz Nr. 6";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._6_100g_1.jpg;https://www.vamida.de/schussler-salz-nr-6-kalium-sulfuricum-100g.html;onSale;Active
AT-P2262017-250G;"Schüßler Salz Nr. 5 Kalium phosphoricum 250G";"12.43 EUR";"14.60 EUR";2262017;"Das vitalisierende Schüßler Salz Nr. 5";"Schüßler Salz Nr. 5";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Erkältung > leistungssteigernde Mittel > Mundhygiene";1;"12.43 EUR";17%;"2.17 EUR";"Schüßler Salz Nr. 5";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._5_250g.jpg;https://www.vamida.de/schussler-salz-nr-5-kalium-phosphoricum-250g.html;onSale;Active
AT-P2261986-100G;"Schüßler Salz Nr. 5 Kalium phosphoricum 100G";"6.86 EUR";"7.75 EUR";2261986;"Das vitalisierende Schüßler Salz Nr. 5";"Schüßler Salz Nr. 5";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Erkältung > leistungssteigernde Mittel > Mundhygiene";2;"6.86 EUR";13%;"0.89 EUR";"Schüßler Salz Nr. 5";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._5_100g_1.jpg;https://www.vamida.de/schussler-salz-nr-5-kalium-phosphoricum-100g.html;onSale;Active
AT-P2261880-250G;"Schüßler Salz Nr. 4 Kalium chloratum 250G";"12.92 EUR";"14.60 EUR";2261880;"Die vielseitige Heilkraft der Schüßler Salze nutzen!";"Schüßler Salz Nr. 4";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Erkältung > Blutgefäße";2;"12.92 EUR";13%;"1.68 EUR";"Schüßler Salz Nr. 4";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._4_250g.jpg;https://www.vamida.de/schussler-salz-nr-4-kalium-chloratum-250g.html;onSale;Active
AT-P2261851-100G;"Schüßler Salz Nr. 4 Kalium chloratum 100G";"6.86 EUR";"7.75 EUR";2261851;"Die vielseitige Heilkraft der Schüßler Salze nutzen!";"Schüßler Salz Nr. 4";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Erkältung > Blutgefäße";3;"6.86 EUR";13%;"0.89 EUR";"Schüßler Salz Nr. 4";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._4_100g_1.jpg;https://www.vamida.de/schussler-salz-nr-4-kalium-chloratum-100g.html;onSale;Active
AT-P2261762-250G;"Schüßler Salz Nr. 3 Ferrum phosphoricum 250G";"12.43 EUR";"14.60 EUR";2261762;"Mithilfe von Schüßler Salzen den Körper unterstützen!";"Schüßler Salz Nr. 3";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Schmerzmittel > Wundversorgung";5;"12.43 EUR";17%;"2.17 EUR";"Schüßler Salz Nr. 3";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._3_250g.jpg;https://www.vamida.de/schussler-salz-nr-3-ferrum-phosphoricum-250g.html;onSale;Active
AT-P2261727-100G;"Schüßler Salz Nr. 3 Ferrum phosphoricum 100G";"6.86 EUR";"7.75 EUR";2261727;"Mithilfe von Schüßler Salzen den Körper unterstützen!";"Schüßler Salz Nr. 3";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Schmerzmittel > Wundversorgung";2;"6.86 EUR";13%;"0.89 EUR";"Schüßler Salz Nr. 3";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._3_100g_1.jpg;https://www.vamida.de/schussler-salz-nr-3-ferrum-phosphoricum-100g.html;onSale;Active
AT-P2261615-250G;"Schüßler Salz Nr. 2 Calcium phosphoricum 250G";"12.43 EUR";"14.60 EUR";2261615;"Mithilfe von Schüßler Salzen den Körper stärken!";"Schüßler Salz Nr. 2";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Schmerzmittel";6;"12.43 EUR";17%;"2.17 EUR";"Schüßler Salz Nr. 2";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._2_250g.jpg;https://www.vamida.de/schussler-salz-nr-2-calcium-phosphoricum-250g.html;onSale;Active
AT-P2261584-100G;"Schüßler Salz Nr. 2 Calcium phosphoricum 100G";"6.91 EUR";"7.75 EUR";2261584;"Mithilfe von Schüßler Salzen den Körper stärken!";"Schüßler Salz Nr. 2";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Schmerzmittel";5;"6.91 EUR";12%;"0.84 EUR";"Schüßler Salz Nr. 2";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._2_100g_1.jpg;https://www.vamida.de/schussler-salz-nr-2-calcium-phosphoricum-100g.html;onSale;Active
AT-P2261495-250G;"Schüßler Salz Nr. 1 Calcium fluoratum 250G";"12.92 EUR";"14.60 EUR";2261495;"Das Schüßler Salz für Haut, Zähne und Knochen";"Schüßler Salz Nr. 1";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Körperpflege > Mundhygiene";2;"12.92 EUR";13%;"1.68 EUR";"Schüßler Salz Nr. 1";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._1_250g.jpg;https://www.vamida.de/schussler-salz-nr-1-calcium-fluoratum-250g.html;onSale;Active
AT-P2261466-100G;"Schüßler Salz Nr. 1 Calcium fluoratum 100G";"6.86 EUR";"7.75 EUR";2261466;"Das Schüßler Salz für Haut, Zähne und Knochen";"Schüßler Salz Nr. 1";"Naturheilmittel > Schüßler Mineralstoffe > Schüßler-Salze > Körperpflege > Mundhygiene";1;"6.86 EUR";13%;"0.89 EUR";"Schüßler Salz Nr. 1";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/biochemie_nach_dr._sch_ler_nr._1_100g_1.jpg;https://www.vamida.de/schussler-salz-nr-1-calcium-fluoratum-100g.html;onSale;Active
AT-P3335741-10G;"Bach Original Rescue Globuli - AUFGELASSEN";"6.80 EUR";"9.00 EUR";3335741;;"Bach Original Rescue Globuli - AUFGELASSEN";"Naturheilmittel > Bach Original > Wintersport & Ski-Urlaub > Körperpflege > Entspannung > Schlaf > homöopathische Mittel";0;"6.80 EUR";32%;"2.20 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3335741-10G-18523366.jpg;https://www.vamida.de/bach-original-rescue-globuli.html;onSale;"Not Active"
AT-P2673714-20ML;"Bach Original Rescue Spray";"16.13 EUR";"19.48 EUR";2673714;"Die natürliche Hilfe in aufregenden Situationen";"Bach Original Rescue";"Beruhigung, Schlaf & Nerven > Naturheilmittel > Bach Original > Körperpflege > Entspannung > Schlaf > leistungssteigernde Mittel > Nahrungsergänzungsmittel";0;"16.13 EUR";21%;"3.35 EUR";"Bach Original Rescue";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2673714-20ML-18267668.jpg;https://www.vamida.de/bach-original-rescue-spray.html;onSale;Active
AT-P1130130-20ML;"Exoderil 1% Lösung";"4.42 EUR";"13.15 EUR";1130130;"Exoderil 1% heilt rasch Pilzerkrankungen der Füße,";"Exoderil 1%";"Haut, Haare & Nägel > Körperpflege > Haut Haare & Nägel";22;"4.42 EUR";198%;"8.73 EUR";"Exoderil 1%";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P1130130-20ML-18263576.jpg;https://www.vamida.de/exoderil-1-losung.html;onSale;Active
AT-P3886323-20ST;"Dr. Kottas Frauentee";"3.99 EUR";"4.80 EUR";3886323;"Hochwertige Kräuterteemischung für die Wechseljahre";"Dr. Kottas";"Für Sie & Ihn > Die Frau in den Wechseljahren > Dr. Kottas > Frauengesundheit > Schwangerschaft > gesunde Nahrungsmittel";5;"3.99 EUR";20%;"0.81 EUR";"Dr. Kottas, Dr. Kottas Frauentee, Frauentee";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3886323-20ST-18172378.jpg;https://www.vamida.de/dr-kottas-frauentee-20st.html;onSale;Active
AT-P3886375-20ST;"Dr. Kottas Anis-Fencheltee";"4.64 EUR";"4.80 EUR";3886375;"Dr. Kottas Anis- Fencheltee ist gut für die Verdauung";"Dr. Kottas";"Magen & Darm > Dr. Kottas > Körperpflege > Verdauung > gesunde Nahrungsmittel";6;"4.64 EUR";3%;"0.16 EUR";"Dr. Kottas";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3886375-20ST-18171385.jpg;https://www.vamida.de/dr-kottas-anis-fencheltee-20st.html;onSale;Active
AT-P3886607-20ST;"Dr. Kottas Fencheltee";"3.03 EUR";"3.90 EUR";3886607;"Kräutertee zur Unterstützung der Verdauung";"Dr. Kottas";"Magen & Darm > Dr. Kottas > Abverkauf > Schwangerschaft > Babys und Kinder > Verdauung > gesunde Nahrungsmittel";4;"3.03 EUR";29%;"0.87 EUR";"Dr. Kottas";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3886607-20ST-18170707.jpg;https://www.vamida.de/dr-kottas-fencheltee-20st.html;onSale;Active
AT-P2386392-1ST;"Xenofit Heisses C";"6.43 EUR";"8.50 EUR";2386392;"Xenofit - der tägliche Vitamin „Kick“";Xenofit;"Nahrungsergänzung & Vitalität > Verla > Abverkauf > Nahrungsergänzungsmittel";0;"6.43 EUR";32%;"2.07 EUR";Xenofit;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2386392-1ST-18210222.jpg;https://www.vamida.de/xenofit-heisses-c.html;onSale;Active
AT-P3478191-30ST;"Macalvit Orange Brausetabletten";"11.89 EUR";"14.60 EUR";3478191;"Für gesunde Knochen und Zähne";"Macalvit Orange";"Nahrungsergänzung & Vitalität > Nahrungsergänzungsmittel";0;"11.89 EUR";23%;"2.71 EUR";"Macalvit Orange";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3478191-30ST-17722769.jpg;https://www.vamida.de/macalvit-orange-brausetabletten.html;onSale;Active
AT-P3393678-60ST;"Liposinol plus ";"32.16 EUR";"39.50 EUR";3393678;"Natürliche Fettbinder mit 3-fach Wirkung und Vitaminen";"Liposinol plus";"Abnehmen & Diät > Abnehmen > homöopathische Mittel";2;"32.16 EUR";23%;"7.34 EUR";"Liposinol plus";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3393678-60ST-17722570.jpg;https://www.vamida.de/liposinol-plus.html;onSale;Active
AT-P0842118-10G;"Vibrocil Nasengel - AUFGELASSEN";"3.36 EUR";"3.95 EUR";842118;;"Vibrocil Nasengel - AUFGELASSEN";"Erkältung & Abwehr > Nasivin/Vibrocil";0;"3.36 EUR";18%;"0.59 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0842118-10G-17722041.jpg;https://www.vamida.de/vibrocil-nasengel-aufgelassen.html;onSale;"Not Active"
AT-P0150099-12ST;"Viburcol Kinderzäpfchen";"6.37 EUR";"8.55 EUR";150099;"Zur Behandlung von Unruhezuständen";Viburcol;"Beruhigung, Schlaf & Nerven > Naturheilmittel > Homöopathie > Kinder & Jugendliche > Dr. Peithner > Erkältung > Schlaf > homöopathische Mittel > Babys und Kinder";0;"6.37 EUR";34%;"2.18 EUR";Viburcol;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0150099-12ST-17637161.jpg;https://www.vamida.de/viburcol-kinderzapfchen.html;onSale;Active
AT-P2441004-60ST;"Klimadynon  - zurzeit nicht lieferbar";"7.59 EUR";"9.90 EUR";2441004;;"Klimadynon  - zurzeit nicht lieferbar";"Für Sie & Ihn > Die Frau in den Wechseljahren";0;"7.59 EUR";30%;"2.31 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/bionorica-klimadynon-filmtabletten-60st-verpackung-1.jpg;https://www.vamida.de/klimadynon.html;onSale;"Not Active"
AT-P0917201-100ML;"Rohde Hirschtalgcreme - AUFGELASSEN";"5.23 EUR";"7.75 EUR";917201;;"Rohde Hirschtalgcreme - AUFGELASSEN";"Kosmetik & Pflegeprodukte";0;"5.23 EUR";48%;"2.52 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0917201-100ML-17037310.jpg;https://www.vamida.de/rohde-hirschtalgcreme.html;onSale;"Not Active"
AT-P3129792-500ML;"Leaton sine";"11.78 EUR";"16.90 EUR";3129792;"Das Multivitamin-Tonikum ohne Alkohol und ohne Zucker";"Leaton sine";"Nahrungsergänzung & Vitalität > Leaton > Erkältung > Nahrungsergänzungsmittel";2;"11.78 EUR";43%;"5.12 EUR";"Leaton sine";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3129792-500ML-17031409.jpg;https://www.vamida.de/leaton-sine.html;onSale;Active
AT-P3133339-500ML;"Leaton kinder";"11.78 EUR";"16.90 EUR";3133339;"Speziell für Kinder mit leckerem Fruchtgeschmack";"Leaton kinder";"Nahrungsergänzung & Vitalität > Leaton > Kinder & Jugendliche > Erkältung > Babys und Kinder > Nahrungsergänzungsmittel";0;"11.78 EUR";43%;"5.12 EUR";"Leaton kinder";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3133339-500ML-17028695.jpg;https://www.vamida.de/leaton-kinder.html;onSale;Active
AT-P3207262-500ML;"Leaton complete";"13.48 EUR";"19.90 EUR";3207262;"Mit Ginseng, Ginkgo, Lecithin, Lutein und Lycopin";"Leaton complete";"Nahrungsergänzung & Vitalität > Leaton > Erkältung > Nahrungsergänzungsmittel";41;"13.48 EUR";48%;"6.42 EUR";"Leaton complete";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3207262-500ML-17028821.jpg;https://www.vamida.de/leaton-complete.html;onSale;Active
AT-P3129786-500ML;"Leaton classic";"11.18 EUR";"16.90 EUR";3129786;"Das Multivitamin- Tonikum für jeden Tag";"Leaton classic";"Nahrungsergänzung & Vitalität > Leaton > Erkältung > Nahrungsergänzungsmittel";19;"11.18 EUR";51%;"5.72 EUR";"Leaton classic";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3129786-500ML-17028754.jpg;https://www.vamida.de/leaton-classic.html;onSale;Active
AT-P1339077-20ST;"Sangenor Trinkampullen";"14.97 EUR";"19.85 EUR";1339077;"Bringt Energie und hält Sie gesund!";Sangenor;"Nahrungsergänzung & Vitalität > Sport & Fitness > leistungssteigernde Mittel > Nahrungsergänzungsmittel";26;"14.97 EUR";33%;"4.88 EUR";Sangenor;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P1339077-20ST-17099376.jpg;https://www.vamida.de/sangenor-trinkampullen.html;onSale;Active
AT-P2345246-20ST;"Sangenor Sport";"8.88 EUR";"10.90 EUR";2345246;"Vitamin- und Mineralstoff- versorgung für Sportler!";"Sangenor Sport";"Nahrungsergänzung & Vitalität > Sport & Fitness > Wintersport & Ski-Urlaub > Nahrungsergänzungsmittel";4;"8.88 EUR";23%;"2.02 EUR";"Sangenor Sport";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2345246-20ST-17099158.jpg;https://www.vamida.de/sangenor-sport.html;onSale;Active
AT-P2420918-15G;"Similasan Globuli gegen Schnupfen Nr. 3";"11.56 EUR";"13.90 EUR";2420918;"Lindert Schnupfenbeschwerden mit verstopften Nasennebenhöhle";Similasan;"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel";2;"11.56 EUR";20%;"2.34 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/s/i/similasan_globuli_gegen_schnupfen_nr._3.jpg;https://www.vamida.de/similasan-globuli-gegen-schnupfen-nr-3.html;onSale;Active
AT-P2420901-15G;"Similasan Globuli gegen Schnupfen Nr. 2";"11.56 EUR";"13.90 EUR";2420901;"Lindern Arten von Schnupfen";Similasan;"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel > Summer Sale 2016";2;"11.56 EUR";20%;"2.34 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/s/i/similasan_globuli_gegen_schnupfen_nr._2.jpg;https://www.vamida.de/similasan-globuli-gegen-schnupfen-nr-2.html;onSale;Active
AT-P2420893-15G;"Similasan Globuli gegen Schnupfen Nr. 1";"11.56 EUR";"13.90 EUR";2420893;"Mit der homöopathischen Kraft gegen Schnupfen";Similasan;"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel > Summer Sale 2016";3;"11.56 EUR";20%;"2.34 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/s/i/similasan_glubuli_gegen_schnupfen_nr._1.jpg;https://www.vamida.de/similasan-globuli-gegen-schnupfen-nr-1.html;onSale;Active
