ID;"Product name";"Product price";"Product retailer price";PZN;"Product description";"Product short-name";"Product category";"Product stock level";"Product discounted price";"Discount in %";"Discount absolute";"Adwords keywords";"Link to Product image";"Link to Product";Tags;"Active/Not Active"
AT-P2885528-2ST;"ThermaCare Rückenschmerzen 2ST";"10.52 EUR";"11.75 EUR";2885528;"Langzeit-Tiefenwärme gegen Schmerzen und Verspannungen";ThermaCare;"Rücken, Gelenke & Muskeln > Schmerzen & Verletzungen > Sport & Fitness > Pfizer > ThermaCare > Wintersport & Ski-Urlaub > Schmerzmittel";0;"10.52 EUR";12%;"1.23 EUR";ThermaCare;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2885528-2ST-18209840.jpg;https://www.vamida.de/thermacare-ruckenschmerzen-s-xl.html;onSale;Active
AT-P2885540-2ST;"ThermaCare Nacken-, Schulter- und Armschmerzen 2ST";"7.48 EUR";"8.62 EUR";2885540;"Langzeit-Tiefenwärme gegen Schmerzen und Verspannungen";ThermaCare;"Rücken, Gelenke & Muskeln > Schmerzen & Verletzungen > Sport & Fitness > Pfizer > ThermaCare > Wintersport & Ski-Urlaub > Schmerzmittel";1;"7.48 EUR";15%;"1.14 EUR";ThermaCare;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2885540-2ST-18209854.jpg;https://www.vamida.de/thermacare-nacken-schulter-und-armschmerzen-2st.html;onSale;Active
AT-P3572777-30ST;"Supradyn Vital 50+ Brausetabletten - AUFGELASSEN NachfolgePZN: 4184965";"19.46 EUR";"22.90 EUR";3572777;;"Supradyn Vital 50+ Brausetabletten - AUFGELASSEN NachfolgePZN: 4184965";"Nahrungsergänzung & Vitalität > Supradyn > Bayer";0;"19.46 EUR";18%;"3.44 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3572777-30ST-16485240.jpg;https://www.vamida.de/supradyn-vital-50-brausetabletten.html;onSale;"Not Active"
AT-P3689634-90ST;"Supradyn Vital 50+ Filmtabletten - AUFGELASSEN - neue PZN: 4184959";"32.99 EUR";"41.90 EUR";3689634;;"Supradyn Vital 50+ Filmtabletten - AUFGELASSEN - neue PZN: 4184959";"Nahrungsergänzung & Vitalität > Supradyn > Bayer";0;"32.99 EUR";27%;"8.91 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3689634-90ST-16485325.jpg;https://www.vamida.de/supradyn-vital-50-filmtabletten-90st-aufgelassen.html;onSale;"Not Active"
AT-P3743227-30ST;"Supradyn Vital 50+ Filmtabletten - AUFGELASSEN";"11.99 EUR";"16.50 EUR";3743227;;"Supradyn Vital 50+ Filmtabletten - AUFGELASSEN";"Nahrungsergänzung & Vitalität > Supradyn > Bayer";0;"11.99 EUR";38%;"4.51 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3743227-30ST-16485400.jpg;https://www.vamida.de/supradyn-vital-50-filmtabletten-30st-aufgelassen.html;onSale;"Not Active"
AT-P3378779-50ST;"Supradyn Tropical Kautabletten - AUFGELASSEN";"14.88 EUR";"17.50 EUR";3378779;;"Supradyn Tropical Kautabletten - AUFGELASSEN";"Erkältung & Abwehr > Herz, Kreislauf & Gefäße > Nahrungsergänzung & Vitalität > Supradyn > Bayer";0;"14.88 EUR";18%;"2.63 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/s/u/supradyn_tropical_kautabletten.jpg;https://www.vamida.de/supradyn-tropical-kautabletten.html;onSale;"Not Active"
AT-P3329278-28ST;"Omb'e Kapseln";"19.25 EUR";"19.90 EUR";3329278;"Mit Omb’e ganz einfach wieder zu einer floralen Balance";Omb'e;"Für Sie & Ihn > Die Frau in den Wechseljahren > Frauengesundheit > Haut Haare & Nägel";4;"19.25 EUR";3%;"0.65 EUR";Omb'e;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3329278-28ST-18209390.jpg;https://www.vamida.de/omb-e-kapseln-28st.html;onSale;Active
AT-P0752094-50ML;"Similasan Tropfen gegen Husten Nr. 2";"12.75 EUR";"13.90 EUR";752094;"Die schnelle Hilfe bei Husten mit festsitzendem Schleim";Similasan;"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel > Summer Sale 2016";0;"12.75 EUR";9%;"1.15 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0752094-50ML-16482926.jpg;https://www.vamida.de/similasan-tropfen-gegen-husten-nr-2.html;onSale;Active
AT-P0752088-50ML;"Similasan Tropfen gegen Husten Nr. 1";"12.75 EUR";"13.90 EUR";752088;"Similasan Tropfen gegen Husten";Similasan;"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel > Summer Sale 2016";1;"12.75 EUR";9%;"1.15 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0752088-50ML-16482805.jpg;https://www.vamida.de/similasan-tropfen-gegen-husten-nr-1.html;onSale;Active
AT-P0398534-50ML;"Similasan Tropfen gegen Heuschnupfen";"11.35 EUR";"13.90 EUR";398534;"Gegen Heuschnupfen lindert Heuschnupfen";Similasan;"Allergie & Heuschnupfen > Naturheilmittel > Homöopathie > Similasan > Heuschnupfen & Pollenallergie > Erkältung > homöopathische Mittel";1;"11.35 EUR";22%;"2.55 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0398534-50ML-16482650.jpg;https://www.vamida.de/similasan-tropfen-gegen-heuschnupfen.html;onSale;Active
AT-P0752065-50ML;"Similasan Tropfen gegen Heuasthma - AUFGELASSEN";"9.99 EUR";"13.90 EUR";752065;;"Similasan Tropfen gegen Heuasthma - AUFGELASSEN";"Allergie & Heuschnupfen > Naturheilmittel > Homöopathie > Similasan > Heuschnupfen & Pollenallergie";0;"9.99 EUR";39%;"3.91 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0752065-50ML-16482475.jpg;https://www.vamida.de/similasan-tropfen-gegen-heuasthma.html;onSale;"Not Active"
AT-P1287802-50ML;"Echinacin Madaus Tropfen 50ML";"8.48 EUR";"10.60 EUR";1287802;"Das Immunsystem aktivieren - mit Echinacin von Madaus";Echinacin;"Erkältung & Abwehr > Madaus > Erkältung > Summer Sale 2016";1;"8.48 EUR";25%;"2.12 EUR";Echinacin;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P1287802-50ML-16477712.jpg;https://www.vamida.de/echinacin-madaus-tropfen-50ml.html;onSale;Active
AT-P2466582-50ST;"Echinacin Madaus Tabletten";"9.87 EUR";"12.00 EUR";2466582;"Mit Echinacin auf natürliche Weise die Abwehrkräfte stärken";Echinacin;"Erkältung & Abwehr > Madaus > Erkältung > Summer Sale 2016";4;"9.87 EUR";22%;"2.13 EUR";Echinacin;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2466582-50ST-16477639.jpg;https://www.vamida.de/echinacin-madaus-tabletten-50st.html;onSale;Active
AT-P3073436-4G;"Echinacin Lipstick + LSF 20";"3.42 EUR";"4.20 EUR";3073436;"Pflanzliche Schutz und die natürliche Pflege für Lippen";Echinacin;"Kosmetik & Pflegeprodukte > Sonnenschutz > Madaus > Wintersport & Ski-Urlaub > Kosmetik > Körperpflege > Summer Sale 2016";0;"3.42 EUR";23%;"0.78 EUR";Echinacin;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3073436-4G-16477511.jpg;https://www.vamida.de/echinacin-lipstick-lsf-20-4g.html;onSale;Active
AT-P0433331-10ML;"Normison Ohrentropfen";"6.34 EUR";"7.90 EUR";433331;"Für ungetrübten Badespaß";"Normison Ear Drops";"Erkältung & Abwehr > Reiseapotheke > Augen & Ohren > Erkältung > Ohren";2;"6.34 EUR";25%;"1.56 EUR";"Normison Ear Drops";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/n/o/normison_ohrentropfen_0433331.jpg;https://www.vamida.de/normison-ohrentropfen.html;onSale;Active
AT-P3888658-60ST;"Neurokur - AUFGELASSEN";"22.99 EUR";"29.50 EUR";3888658;;"Neurokur - AUFGELASSEN";"Beruhigung, Schlaf & Nerven > Herz, Kreislauf & Gefäße";0;"22.99 EUR";28%;"6.51 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3888658-60ST-17723482.jpg;https://www.vamida.de/neurokur.html;onSale;"Not Active"
AT-P3841711-24ST;"junior-angin Pastillen";"5.06 EUR";"7.90 EUR";3841711;"Speziell für Kinder - helfen schnell bei Halsschmerzen";junior-angin;"Erkältung & Abwehr > neo-angin > Kinder & Jugendliche > Erkältung > Babys und Kinder";2;"5.06 EUR";56%;"2.84 EUR";junior-angin;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3841711-24ST-16478244.jpg;https://www.vamida.de/junior-angin-pastillen.html;onSale;Active
AT-P0037138-24ST;"neo-angin Pastillen";"5.07 EUR";"7.90 EUR";37138;"Schnell bei Halsschmerzen und bei Rachenentzündungen";"neo-angin Pastillen";"Erkältung & Abwehr > Zahngesundheit & Mundhygiene > neo-angin > Black Friday Sale 2013 bei Vamida > Erkältung";2;"5.07 EUR";56%;"2.83 EUR";"neo-angin Pastillen";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0037138-24ST-16479773.jpg;https://www.vamida.de/neo-angin-pastillen.html;onSale;Active
AT-P3523017-48ST;"neo-angin zuckerfrei Pastillen 48ST";"9.73 EUR";"13.95 EUR";3523017;"Wirken bei Halsschmerzen und bei Rachenentzündungen";neo-angin;"Erkältung & Abwehr > Zahngesundheit & Mundhygiene > neo-angin > Erkältung";0;"9.73 EUR";43%;"4.22 EUR";neo-angin;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3523017-48ST-16480153.jpg;https://www.vamida.de/neo-angin-zuckerfrei-pastillen-48st.html;onSale;Active
AT-P0910179-50ST;Talcid;"7.78 EUR";"11.50 EUR";910179;"Talcid beseitigt rasch Sodbrennen - von Bayer";Talcid;"Magen & Darm > Bayer > Verdauung";10;"7.78 EUR";48%;"3.72 EUR";Talcid;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0910179-50ST-16485563.jpg;https://www.vamida.de/talcid-50st.html;onSale;Active
AT-P0910162-20ST;Talcid;"3.61 EUR";"5.70 EUR";910162;"Talcid beseitigt rasch Sodbrennen - von Bayer";Talcid;"Magen & Darm > Bayer > Verdauung";2;"3.61 EUR";58%;"2.09 EUR";Talcid;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0910162-20ST-16485501.jpg;https://www.vamida.de/talcid-20st.html;onSale;Active
AT-P2853445-125ML;"Lactamousse Intim-Pflegeschaum 125ML";"11.69 EUR";"15.10 EUR";2853445;"Reinigt schonend den Intimbereich";Lactamousse;"Für Sie & Ihn > Die Frau in den Wechseljahren > Frauengesundheit";0;"11.69 EUR";29%;"3.41 EUR";Lactamousse;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2853445-125ML-17093903.jpg;https://www.vamida.de/lactamousse-intim-pflegeschaum-125ml.html;onSale;Active
AT-P3883425-10ST;"Hylaktiv Vagilact Vaginaltabletten";"9.84 EUR";"11.50 EUR";3883425;"Vaginaltabletten stellen die Vaginalflora wieder her";Hylaktiv;"Für Sie & Ihn > Die Frau in den Wechseljahren > Hylaktiv > Frauengesundheit > Haut Haare & Nägel";2;"9.84 EUR";17%;"1.66 EUR";Hylaktiv;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3883425-10ST-17835699.jpg;https://www.vamida.de/hylaktiv-vagilact-vaginaltabletten.html;onSale;Active
AT-P3883431-10ST;"Hylaktiv Hydralact Vaginalzäpfchen";"9.84 EUR";"11.50 EUR";3883431;"Vaginalzäpfchen regenerieren die Vaginalschleimhaut";Hylaktiv;"Für Sie & Ihn > Die Frau in den Wechseljahren > Hylaktiv > Frauengesundheit > Lust & Liebe / Sexualität > Haut Haare & Nägel";9;"9.84 EUR";17%;"1.66 EUR";Hylaktiv;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3883431-10ST-17939820.jpg;https://www.vamida.de/hylaktiv-hydralact-vaginalzapfchen.html;onSale;Active
AT-P3265644-7ST;"Hylaktiv rapid Ampulle - AUFGELASSEN - nachfolge: 8ST-Packung";"9.44 EUR";"11.10 EUR";3265644;;"Hylaktiv rapid Ampulle - AUFGELASSEN - nachfolge: 8ST-Packung";"Magen & Darm > Hylaktiv";0;"9.44 EUR";18%;"1.67 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3265644-7ST-17835612.jpg;https://www.vamida.de/hylaktiv-rapid-ampulle-7st-aufgelassen.html;onSale;"Not Active"
AT-P3265638-10ST;"Hylaktiv direkt Granulat";"8.97 EUR";"10.90 EUR";3265638;"Für die gesunde Verdauung und ein gesundes Immunsystem";Hylaktiv;"Magen & Darm > Hylaktiv > Körperpflege > Verdauung";6;"8.97 EUR";22%;"1.93 EUR";Hylaktiv;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3265638-10ST-17835470.jpg;https://www.vamida.de/hylaktiv-direkt-granulat.html;onSale;Active
AT-P3423600-60ST;"Hylaktiv Kapseln 60ST";"21.95 EUR";"28.00 EUR";3423600;"Unterstützt eine gesunde Verdauung";Hylaktiv;"Magen & Darm > Ratiopharm > Hylaktiv > Körperpflege > Verdauung > Nahrungsergänzungsmittel";0;"21.95 EUR";28%;"6.05 EUR";Hylaktiv;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3423600-60ST-17939838.jpg;https://www.vamida.de/hylaktiv-kapseln-60st.html;onSale;Active
AT-P2472677-50ML;"Iberogast 50ML";"16.38 EUR";"20.45 EUR";2472677;"Kraft der 9 Heilpflanzen für einen gesunden Magen";Iberogast;"Magen & Darm > Madaus > Verdauung";20;"16.38 EUR";25%;"4.07 EUR";Iberogast;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2472677-50ML__Iberogast_50ML_Package_Size_Medium.jpg;https://www.vamida.de/iberogast-50ml.html;onSale;Active
AT-P1294340-40G;"Ichtholan 50% Salbe";"5.83 EUR";"7.75 EUR";1294340;"Bewährte Salbe für eitrige Hauterkrankungen, Prellungen";"Ichtholan 50%";"Haut, Haare & Nägel > Haut Haare & Nägel > Wundversorgung";3;"5.83 EUR";33%;"1.92 EUR";"Ichtholan 50%";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/i/c/ichtholan-50-prozent-salbe-40g-1294340-fertig-1.png;https://www.vamida.de/ichtholan-50-salbe.html;onSale;Active
AT-P3279310-12ST;"Hansaplast SOS Herpes Patch - AUFGELASSEN";"6.76 EUR";"7.95 EUR";3279310;;"Hansaplast SOS Herpes Patch - AUFGELASSEN";"Zahngesundheit & Mundhygiene > Hansaplast";0;"6.76 EUR";18%;"1.19 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3279310-12ST-18207525.jpg;https://www.vamida.de/hansaplast-sos-herpes-patch-aufgelassen.html;onSale;"Not Active"
AT-P3758542-30ST;"Supradyn Plus Brausetabletten  - AUFGELASSEN: NachfolgePZN: 4332437";"15.99 EUR";"22.45 EUR";3758542;;"Supradyn Plus Brausetabletten  - AUFGELASSEN: NachfolgePZN: 4332437";"Nahrungsergänzung & Vitalität > Supradyn > Bayer";0;"15.99 EUR";40%;"6.46 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3758542-30ST-18264546.jpg;https://www.vamida.de/supradyn-plus-brausetabletten.html;onSale;"Not Active"
AT-P3758536-60ST;"Supradyn Plus Filmtabletten 60ST - AUFGELASSEN - nachfolger: Supradyn forte Filmtabletten 60ST";"18.17 EUR";"27.65 EUR";3758536;;"Supradyn Plus Filmtabletten 60ST - AUFGELASSEN - nachfolger: Supradyn forte Filmtabletten 60ST";"Nahrungsergänzung & Vitalität > Supradyn > Bayer";0;"18.17 EUR";52%;"9.48 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3758536-60ST-18264562.jpg;https://www.vamida.de/supradyn-plus-filmtabletten-60st.html;onSale;"Not Active"
AT-P3758513-30ST;"Supradyn Plus Filmtabletten 30ST - AUFGELASSEN - Nachfolger: Supradyn forte Filmtabletten";"10.96 EUR";"15.65 EUR";3758513;;"Supradyn Plus Filmtabletten 30ST - AUFGELASSEN - Nachfolger: Supradyn forte Filmtabletten";"Nahrungsergänzung & Vitalität > Supradyn > Bayer";0;"10.96 EUR";43%;"4.69 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3758513-30ST-17940784.jpg;https://www.vamida.de/supradyn-plus-filmtabletten-30st.html;onSale;"Not Active"
AT-P3437909-50ST;"Supradyn Kids Kautabletten - zurzeit nicht lieferbar";"15.13 EUR";"16.95 EUR";3437909;"Fruchtig leckere Vitamine für ein gesundes Wachstum";Supradyn;"Nahrungsergänzung & Vitalität > Supradyn > Kinder & Jugendliche > Bayer > Babys und Kinder > Nahrungsergänzungsmittel";0;"15.13 EUR";12%;"1.82 EUR";Supradyn;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3437909-50ST-16484959.jpg;https://www.vamida.de/supradyn-kids-kautabletten.html;onSale;Active
AT-P1704973-110G;"Grether's Pastilles Blackcurrant zuckerfrei 110G";"6.59 EUR";"7.90 EUR";1704973;"Feine Pastillen für Hals und Stimme";"Grether's Pastilles";"Erkältung & Abwehr > Grether's Pastillen > Erkältung";0;"6.59 EUR";20%;"1.31 EUR";"Grether's Pastilles";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/g/r/grethers-pastilles-blackcurrant-sugarfree-verpackung-1_2.jpg;https://www.vamida.de/grether-s-pastilles-blackcurrant-zuckerfrei-110g.html;onSale;Active
AT-P1234705-110G;"Grether's Pastilles Blackcurrant";"6.59 EUR";"7.90 EUR";1234705;"Für Hals und Stimme mit fruchtig-milden Geschmack";"Grether's Pastilles";"Erkältung & Abwehr > Grether's Pastillen > Erkältung";1;"6.59 EUR";20%;"1.31 EUR";"Grether's Pastilles";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/g/r/grethers-pastilles-blackcurrant.jpg;https://www.vamida.de/grether-s-pastilles-blackcurrant.html;onSale;Active
AT-P1428964-75ST;"Hafesan Spargel Kapseln";"14.79 EUR";"17.90 EUR";1428964;"Schneller schlank mit Hafesan Spargel Kapseln";"Hafesan Spargel";"Abnehmen & Diät > Hafesan > Abnehmen > Nahrungsergänzungsmittel";12;"14.79 EUR";21%;"3.11 EUR";"Hafesan Spargel";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P1428964-75ST-17720597.jpg;https://www.vamida.de/hafesan-spargel-kapseln.html;onSale;Active
AT-P2726706-60ST;"Nosweat Madaus Kapseln";"17.51 EUR";"19.90 EUR";2726706;"Nosweat hemmt den Schweiß - mit der Kraft des Arznei-Salbeis";"Nosweat Madaus";"Für Sie & Ihn > Haut, Haare & Nägel > Madaus > Frisch durch den Sommer > Körperpflege > Männergesundheit > Frauengesundheit > Haut Haare & Nägel";3;"17.51 EUR";14%;"2.39 EUR";"Nosweat Madaus";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2726706-60ST-16480386.jpg;https://www.vamida.de/nosweat-madaus-kapseln.html;onSale;Active
AT-P3479894-500ML;"SupraDay Vitalelixier - AUFGELASSEN - Nachfolge PZN: 4404065";"17.26 EUR";"20.30 EUR";3479894;;"SupraDay Vitalelixier - AUFGELASSEN - Nachfolge PZN: 4404065";"Herz, Kreislauf & Gefäße > Nahrungsergänzung & Vitalität > Bayer > Herz-Kreislauf > Nahrungsergänzungsmittel";0;"17.26 EUR";18%;"3.05 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3479894-500ML-16997996.jpg;https://www.vamida.de/supraday-vitalelixier-500ml.html;onSale;"Not Active"
AT-P3879702-250ML;"SupraDay ImmunPro - AUFGELASSEN";"15.56 EUR";"18.30 EUR";3879702;;"SupraDay ImmunPro - AUFGELASSEN";"Erkältung & Abwehr > Nahrungsergänzung & Vitalität > Supradyn > Bayer";0;"15.56 EUR";18%;"2.75 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3879702-250ML-16997960.jpg;https://www.vamida.de/supraday-immunpro.html;onSale;"Not Active"
AT-P3933034-37G;HemoClin;"9.43 EUR";"11.90 EUR";3933034;"HemoClin - endlich Linderung bei Hämorrhoiden";HemoClin;"Magen & Darm > Frauengesundheit > Verdauung";2;"9.43 EUR";26%;"2.47 EUR";HemoClin;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3933034-37G-17281186.jpg;https://www.vamida.de/hemoclin.html;onSale;Active
AT-P2853422-14ST;"Gynophilus Scheidenkapseln";"9.66 EUR";"12.90 EUR";2853422;"Stellen rasch wieder eine gesunde Scheidenflora her";Gynophilus;"Für Sie & Ihn > Die Frau in den Wechseljahren > Frauengesundheit > Haut Haare & Nägel";11;"9.66 EUR";34%;"3.24 EUR";Gynophilus;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2853422-14ST-17168115.jpg;https://www.vamida.de/gynophilus-scheidenkapseln.html;onSale;Active
AT-P0975440-20G;"Gleitgelen Gleitgel für den Intimbereich";"4.72 EUR";"7.40 EUR";975440;"Vaginalgel - für mehr Spaß am Sex";Gleitgelen;"Frauengesundheit > Lust & Liebe / Sexualität";2;"4.72 EUR";57%;"2.68 EUR";Gleitgelen;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0975440-20G-17939699.jpg;https://www.vamida.de/gleitgelen-gleitgel-fur-den-intimbereich.html;onSale;Active
AT-P1343469-50ST;"Sinupret forte Dragees 50ST";"16.05 EUR";"22.90 EUR";1343469;"Kombinierte Pflanzen- kraft, die Sie wieder durchatmen lässt";"Sinupret forte";"Erkältung & Abwehr > Sinupret > Erkältung";3;"16.05 EUR";43%;"6.85 EUR";"Sinupret forte";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P1343469-50ST-17422508.jpg;https://www.vamida.de/sinupret-forte-dragees-50st.html;onSale;Active
AT-P3758803-100ML;"Sinupret Saft";"7.41 EUR";"11.50 EUR";3758803;"Kombinierte Pflanzen- kraft, die Sie wieder durchatmen lässt";Sinupret;"Erkältung & Abwehr > Sinupret > Erkältung > Babys und Kinder";0;"7.41 EUR";55%;"4.09 EUR";Sinupret;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3758803-100ML-17282378.jpg;https://www.vamida.de/sinupret-saft.html;onSale;Active
AT-P0803035-100ML;"Sinupret Tropfen";"9.17 EUR";"13.50 EUR";803035;"Kombinierte Pflanzen- kraft, die Sie wieder durchatmen lässt";Sinupret;"Erkältung & Abwehr > Sinupret > Erkältung";3;"9.17 EUR";47%;"4.33 EUR";Sinupret;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0803035-100ML-17282510.jpg;https://www.vamida.de/sinupret-tropfen.html;onSale;Active
AT-P3253569-28ST;"FORTÈ PHARMA Expert Hair & Nails - zurzeit nicht lieferbar";"17.30 EUR";"19.90 EUR";3253569;"Expert Hair und Nails festigt das Haar und kräftigt Nägel";"FORTÈ PHARMA";"Haut, Haare & Nägel > Forté Pharma > Körperpflege > Haut Haare & Nägel";0;"17.30 EUR";15%;"2.60 EUR";"FORTÈ PHARMA";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3253569-28ST-17093607.jpg;https://www.vamida.de/expert-hair-nails.html;onSale;Active
AT-P3798317-2ST;"Footner Fußmaske - zurzeit nicht lieferbar ";"16.90 EUR";"19.90 EUR";3798317;"Footner Fußmaske befreit Ihre Füße von lästiger Hornhaut";"Footner Fußmaske";"Kosmetik & Pflegeprodukte > Frisch durch den Sommer > Kosmetik > Körperpflege";0;"16.90 EUR";18%;"3.00 EUR";"Footner Fußmaske";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3798317-2ST-17720558.jpg;https://www.vamida.de/footner-fussmaske.html;onSale;Active
AT-P3011197-40ST;"Ipalat Halspastillen zuckerfrei 40ST";"4.10 EUR";"5.70 EUR";3011197;"Pflanzliche Naturkraft bei Heiserkeit und Hustenreiz";"Ipalat Halspastillen";"Erkältung & Abwehr > Erkältung > homöopathische Mittel";1;"4.10 EUR";39%;"1.60 EUR";"Ipalat Halspastillen";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3011197-40ST-17636715.jpg;https://www.vamida.de/ipalat-halspastillen-zuckerfrei-40st.html;onSale;Active
AT-P3874509-24ST;"dolo-angin Pastillen zuckerfrei - AUFGELASSEN!";"6.49 EUR";"7.80 EUR";3874509;"Lindern rasch starke Halsschmerzen, Heiserkeit";dolo-angin;"Erkältung & Abwehr > neo-angin > Erkältung > Babys und Kinder";0;"6.49 EUR";20%;"1.31 EUR";dolo-angin;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3874509-24ST-16477441.jpg;https://www.vamida.de/dolo-angin-pastillen-zuckerfrei.html;onSale;"Not Active"
